"","Funcionarios.relacionados","Estado.del.concurso","Fecha.hora.de.publicación","Cartel","Número.de.procedimiento","Número.de.SICOP","Nombre.de.la.institución","Concurso.confidencial","Encargado.de.publicación..gestión.de.objeciones.y.apertura","Elaborador","Encargado.de.solicitar.estudio.de.ofertas.recomendación.del.acto.final","Registro.del.pliego.de.condiciones","Versiones.del.cartel","Versión.en.consulta","Descripción.del.procedimiento","Clasificación.del.objeto","Tipo.de.procedimiento","Tipo.de.modalidad","Tipo.de.recepción.de.ofertas","Lugar.de.apertura","Inicio.de.recepción.de.ofertas","Cierre.de.recepción.de.ofertas","Fecha.hora.de.apertura.de.ofertas","Plazo.del.acto.final","Presupuesto.total.estimado","Presupuesto.total.estimado.USD..Opcional.","Fundamento.jurídico"
"264","Funcionarios relacionados con el concurso","Adjudicado","28/10/2022 10:38","Real","2022LA-000032-0021700001","-","Municipalidad de Heredia","No","Enio Vargas Arrieta","Enio Vargas Arrieta","Enio Vargas Arrieta","Modificar","20221005217-01","20221005217-00","CONSTRUCCION ACERAS CORREDOR ACCESIBLE PARA CONECTAR SITIOS DE INTERES PUBLICO TIPO POR DEMANDA PARA LA MUNICIPALIDAD DE HEREDIA","BIENES","LICITACIÓN ABREVIADA","Según demanda","En línea","https://www.sicop.go.cr","04/11/2022 12:00","07/11/2022 10:00","07/11/2022 10:00","12 Días hábiles","29.000 [CRC]","",NA
"265","Funcionarios relacionados con el concurso","Contrato","28/10/2022 11:59","Real","2022LA-000023-0004611901","-","Municipalidad de Perez Zeledón","No","JULIAN FALLAS CARVAJAL","JULIAN FALLAS CARVAJAL","JULIAN FALLAS CARVAJAL","Registro","","20221004558-00","CONTRATACIÓN DE SERVICIO DE SUMINISTRO DE EQUIPO E INSTALACIÓN DE SISTEMA DE CAMARAS DE VIGILANCIA IP EN EL MERCADO MUNICIPALIDAD DE PEREZ ZELEDON","BIENES/SERVICIOS","LICITACIÓN ABREVIADA","Cantidad definida","En línea","https://www.sicop.go.cr","31/10/2022 07:00","11/11/2022 10:00","11/11/2022 10:00","20 Días hábiles","25.000.000 [CRC]","",NA
"266","Funcionarios relacionados con el concurso","Contrato","28/10/2022 12:51","Real","2022CD-000190-0020800001","-","Municipalidad de Escazu","No","JENNY MARCELA ARAYA LEON","JENNY MARCELA ARAYA LEON","JENNY MARCELA ARAYA LEON","Registro","","20221004962-00","Contratación de acciones de capacitación en el tema de clima organizacional para la Municipalidad de Escazú","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","28/10/2022 13:00","03/11/2022 10:59","03/11/2022 11:00","10 Días hábiles","12.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"267","Funcionarios relacionados con el concurso","Contrato","30/10/2022 16:00","Real","2022CD-000157-0003900001","-","MUNICIPALIDAD DE NICOYA","No","MARIA AZUCENA RODRIGUEZ JIMENEZ","María Teresa Salas Murillo","MARIA AZUCENA RODRIGUEZ JIMENEZ","Registro","","20221005429-00","Compra de equipos de cómputo para oficinas de la Municipalidad de Nicoya","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","31/10/2022 01:00","03/11/2022 10:00","03/11/2022 10:01","10 Días hábiles","8.921.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"268","Funcionarios relacionados con el concurso","Contrato","31/10/2022 09:35","Real","2022CD-000059-0003000001","-","Municipalidad del Cantón de Flores","No","Cynthia Alejandra Salas Chavarría","Vivian Barrantes Jimènez","Vivian Barrantes Jimènez","Registro","","20221005448-00","Contratación de servicio de publicación en un diario de circulación nacional para el inicio de concursos externos en la Municipalidad de Flores","SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","31/10/2022 11:00","04/11/2022 09:00","04/11/2022 09:00","10 Días hábiles","465.486 [CRC]","","Contratación directa de medios de comunicación social (Artículo 2 inc. d) LCA y artículo 139 inciso c) RLCA."
"269","Funcionarios relacionados con el concurso","Contrato","31/10/2022 09:53","Real","2022CD-000181-0005500001","-","Municipalidad de Atenas","No","FREDDY ALEJANDRO CHAVES SUAREZ","FREDDY ALEJANDRO CHAVES SUAREZ","FREDDY ALEJANDRO CHAVES SUAREZ","Registro","","20221005494-00","Contratación de servicios de administración de tarjetas de combustible y sistemas GPS para las unidades de la Municipalidad de Atenas.","BIENES/SERVICIOS","CONTRATACIÓN DIRECTA","Según demanda","En línea","https://www.sicop.go.cr","31/10/2022 10:00","03/11/2022 14:00","03/11/2022 14:00","10 Días hábiles","8.600 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"270","Funcionarios relacionados con el concurso","Contrato","31/10/2022 09:58","Real","2022CD-000077-0031200001","-","Municipalidad de Montes de Oro","No","Cynthia Villalobos Cortés","CYNTHIA VILLALOBOS CORTES","CYNTHIA VILLALOBOS CORTES","Registro","","20221005363-00","COMPRA HERRAMIENTAS PARA LOS SERVICIOS DE LA MUNICIPALIDAD DE MONTES DE ORO","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","01/11/2022 08:00","07/11/2022 10:00","07/11/2022 10:01","10 Días hábiles","2.495.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"271","Funcionarios relacionados con el concurso","Contrato","31/10/2022 11:28","Real","2022CD-000258-0021700001","-","Municipalidad de Heredia","No","Enio Vargas Arrieta","Enio Vargas Arrieta","Enio Vargas Arrieta","Registro","","20221005540-00","SERVICIOS PROFESIONALES PARA CAPACITACION LEY Nº 9986 DENOMINADA LEY GENERAL DE CONTRATACION PUBLICA PARA LA MUNICIPALIDAD DE HEREDIA","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","01/11/2022 12:00","02/11/2022 10:00","02/11/2022 10:00","6 Días hábiles","11.000.000 [CRC]","","Contratación directa para servicios de capacitación (Artículo 2 inc. d) LCA y artículo 139 inciso e) RLCA."
"272","Funcionarios relacionados con el concurso","Contrato","31/10/2022 12:22","Real","2022CD-000209-0023300001","-","MUNICIPALIDAD DE SAN RAFAEL DE HEREDIA","No","Floribeth Chaves Ramirez","Floribeth Chaves Ramirez","Floribeth Chaves Ramirez","Registro","","20221005569-00","COMPRA DE ESTANDARTES DE LA MUNICIPALIDAD DE SAN RAFAEL, ASTAS Y ESPACIADORES","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","31/10/2022 13:00","07/11/2022 12:00","07/11/2022 12:05","10 Días hábiles","600.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"273","Funcionarios relacionados con el concurso","Adjudicación en firme","31/10/2022 14:32","Real","2022LA-000010-0025700001","-","Municipalidad de Siquirres","No","SANDRA VARGAS FERNANDEZ","SANDRA VARGAS FERNANDEZ","SANDRA VARGAS FERNANDEZ","Registro","","20221005627-00","PRECALIFICACIÓN DE OFERENTES PARA LA ADQUISICIÓN DE MATERIALES, SUMINISTROS, HERRAMIENTAS Y BIENES DURADEROS PARA LA MUNICIPALIDAD DE SIQUIRRES","BIENES","LICITACIÓN ABREVIADA","Servicios","En línea","https://www.sicop.go.cr","31/10/2022 15:00","07/11/2022 10:00","07/11/2022 10:00","10 Días hábiles","10 [CRC]","",NA
"274","Funcionarios relacionados con el concurso","Adjudicación en firme","31/10/2022 14:50","Real","2022CD-000072-0021911601","-","Municipalidad de Turrubares","No","JESUS ALBERTO LOPEZ LOPEZ","JESUS ALBERTO LOPEZ LOPEZ","JESUS ALBERTO LOPEZ LOPEZ","Registro","","20221005246-00","“SERVICIO DE ALINEADO, ROTACION Y BALANCEO DE LLANTAS PARA LOS VEHICULOS DE LA UNIDAD DE GESTIÓN VIAL DE LA MUNICIPALIDAD DE TURRUBARES”","BIENES/SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","01/11/2022 10:00","04/11/2022 14:00","04/11/2022 14:01","10 Días hábiles","400.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"275","Funcionarios relacionados con el concurso","Contrato","31/10/2022 17:28","Real","2022LA-000007-0010600001","-","Municipalidad de Oreamuno","No","Isabel Barahona Cubero","Rosa Isela Mata Quirós","Isabel Barahona Cubero","Registro","","20221005414-00","PROYECTOS A DESARROLLAR EN LAS FINCAS PÁEZ, PROPIEDAD DE LA MUNICIPALIDAD DE OREAMUNO.","OBRA PUBLICA","LICITACIÓN ABREVIADA","Cantidad definida","En línea","https://www.sicop.go.cr","02/11/2022 07:00","15/11/2022 15:00","15/11/2022 15:01","20 Días hábiles","65.100.000 [CRC]","",NA
"276","Funcionarios relacionados con el concurso","Desierto/Infructuoso","01/11/2022 07:14","Real","2022CD-000044-0020000306","-","MUNICIPALIDAD DE ALVARADO DE PACAYAS","No","CRISTEL MELISSA TENCIO MONTERO","CRISTEL MELISSA TENCIO MONTERO","CRISTEL MELISSA TENCIO MONTERO","Modificar","20221005281-01","20221005281-00","SERVICIO DE ENTREGA DE NOTIFICACIONES A CONTRIBUYENTES DE LA MUNICIPALIDAD DE ALVARADO","SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","01/11/2022 07:15","04/11/2022 08:00","04/11/2022 08:01","10 Días hábiles","6.500.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"277","Funcionarios relacionados con el concurso","Contrato","01/11/2022 08:31","Real","2022CD-000078-0031200001","-","Municipalidad de Montes de Oro","No","Cynthia Villalobos Cortés","CYNTHIA VILLALOBOS CORTES","CYNTHIA VILLALOBOS CORTES","Registro","","20221005574-00","Mantenimiento preventivo y correctivo a las guadañas de los servicios Municipalidad de Montes de Oro.","SERVICIOS","CONTRATACIÓN DIRECTA","Según demanda","En línea","https://www.sicop.go.cr","02/11/2022 08:00","08/11/2022 10:00","08/11/2022 10:01","10 Días hábiles","610.000 [CRC]","","Contratación directa por ser oferente único (Artículo 2 inc. d LCA y artículo 139 inciso a RLCA)."
"278","Funcionarios relacionados con el concurso","Adjudicación en firme","01/11/2022 10:38","Real","2022LA-000033-0021700001","-","Municipalidad de Heredia","No","Enio Vargas Arrieta","Enio Vargas Arrieta","Enio Vargas Arrieta","Modificar","20221100080-01 20221100080-02 20221100080-03","20221100080-00","CONSTRUCCION DEL CEMENTERIO DE VARABLANCA PARA LA MUNICIPALIDAD DE HEREDIA","BIENES","LICITACIÓN ABREVIADA","Servicios","En línea","https://www.sicop.go.cr","29/11/2022 07:00","30/11/2022 10:00","30/11/2022 10:00","20 Días hábiles","198.000.000 [CRC]","",NA
"279","Funcionarios relacionados con el concurso","Contrato","01/11/2022 12:02","Real","2022LA-000013-0003000001","-","Municipalidad del Cantón de Flores","No","Cynthia Alejandra Salas Chavarría","Vivian Barrantes Jimènez","Cynthia Alejandra Salas Chavarría","Registro","","20221002304-00","Contratación para la migración de las cuentas de correo e información a una plataforma online para los empleados de las oficinas de la Municipalidad de Flores.","SERVICIOS","LICITACIÓN ABREVIADA","Cantidad definida","En línea","https://www.sicop.go.cr","01/11/2022 13:00","09/11/2022 11:00","09/11/2022 11:00","12 Días hábiles","45.000.000 [CRC]","",NA
"280","Funcionarios relacionados con el concurso","Adjudicación en firme","01/11/2022 13:12","Real","2022CD-000037-0021300211","-","Municipalidad de Zarcero","No","MARIA VANESSA SALAZAR HUERTAS","MARIA VANESSA SALAZAR HUERTAS","MARIA VANESSA SALAZAR HUERTAS","Registro","","20221100160-00","Compra de materiales metálicos para la MUNICIPALIDAD DE ZARCERO","BIENES","CONTRATACIÓN DIRECTA","Según demanda","En línea","https://www.sicop.go.cr","02/11/2022 08:00","08/11/2022 08:45","08/11/2022 09:00","10 Días hábiles","15.700.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"281","Funcionarios relacionados con el concurso","Contrato","01/11/2022 14:36","Real","2022CD-000074-0021500001","-","MUNICIPALIDAD DE UPALA","No","ELYIN SHION MOLINA","ELYIN SHION MOLINA","ELYIN SHION MOLINA","Modificar","20221100194-01","20221100194-00","CONTRATACIÓN DIRECTA DE SERVICIOS PROFESIONALES EN CONTADURÍA PÚBLICA PARA AUDITORÍA INTERNA DE LA MUNICIPALIDAD DE UPALA.","SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","01/11/2022 15:00","04/11/2022 10:00","04/11/2022 10:01","10 Días hábiles","8.744.349 [CRC]","","Contratación directa para asesoría a auditorías internas (Artículo 2 inc. d) LCA y artículo 139 inciso p) RLCA."
"282","Funcionarios relacionados con el concurso","Contrato","01/11/2022 14:38","Real","2022CD-000163-0003900001","-","MUNICIPALIDAD DE NICOYA","No","ADRIANA ESPINOZA MONTANO","ADRIANA ESPINOZA MONTANO","ADRIANA ESPINOZA MONTANO","Registro","","20221100214-00","Servicios profesionales para soporte profesional al departamento de Control Constructivo y Obra Pública de la Municipalidad de Nicoya","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","02/11/2022 08:00","04/11/2022 10:00","04/11/2022 10:01","10 Días hábiles","3.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"283","Funcionarios relacionados con el concurso","Desierto/Infructuoso","01/11/2022 14:55","Real","2022CD-000183-0005500001","-","Municipalidad de Atenas","No","DIANA MARGOT VALERIO VÍQUEZ","DIANA MARGOT VALERIO VÍQUEZ","DIANA MARGOT VALERIO VÍQUEZ","Registro","","20221100229-00","COMPRA DE EQUIPO DE SONIDO, PARA LA MUNICIPALIDAD DE ATENAS, DESARROLLO DE ACTIVIDADES VARIAS","BIENES/SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","01/11/2022 15:00","04/11/2022 14:00","04/11/2022 14:00","10 Días hábiles","955.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"284","Funcionarios relacionados con el concurso","Contrato","01/11/2022 15:31","Real","2022CD-000271-0021600001","-","MUNICIPALIDAD DE DESAMPARADOS","No","ILIANA ZAMORA ARAYA","ILIANA ZAMORA ARAYA","ILIANA ZAMORA ARAYA","Registro","","20221100259-00","Compra de medicamentos para prescripción en el consultorio médico de la Municipalidad de Desamparados y tratamientos de funcionarios","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","01/11/2022 15:40","04/11/2022 09:00","04/11/2022 09:30","4 Días hábiles","606.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"285","Funcionarios relacionados con el concurso","Adjudicación en firme","01/11/2022 16:04","Real","2022CD-000171-0004200001","-","Municipalidad de Buenos Aires","No","CARLOS ALBAN SERRANO SILES","CARLOS ALBAN SERRANO SILES","CARLOS ALBAN SERRANO SILES","Registro","","20221100185-00","Servicio de empaste e imprenta para la Municipalidad de Buenos Aires","SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","01/11/2022 18:00","04/11/2022 08:00","04/11/2022 08:00","10 Días hábiles","150.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"286","Funcionarios relacionados con el concurso","Contrato","02/11/2022 11:52","Real","2022CD-000276-0021600001","-","MUNICIPALIDAD DE DESAMPARADOS","No","Melissa Jimenez Venegas","Melissa Jimenez Venegas","Melissa Jimenez Venegas","Registro","","20221100438-00","La Municipalidad necesita contratar servicios profesionales para desarrollo de nueva funcionalidad en el sistema sidim","SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","02/11/2022 13:00","04/11/2022 09:00","04/11/2022 09:05","10 Días hábiles","5.000.000 [CRC]","","Contratación directa por ser oferente único (Artículo 2 inc. d LCA y artículo 139 inciso a RLCA)."
"287","Funcionarios relacionados con el concurso","Contrato","02/11/2022 14:04","Real","2022CD-000209-0000500001","-","Municipalidad de Alajuela","No","ALEXANDER GAMBOA VIQUEZ","ALEXANDER GAMBOA VIQUEZ","ALEXANDER GAMBOA VIQUEZ","Registro","","20221100345-00","Estudio de factibilidad para adquisición de un terreno para construcción de edificio o de un edificio construido para albergar las oficinas de la Municipalidad de Alajuela","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","02/11/2022 15:00","08/11/2022 14:00","08/11/2022 14:01","10 Días hábiles","22.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"288","Funcionarios relacionados con el concurso","Desierto/Infructuoso","02/11/2022 14:07","Real","2022CD-000154-0021000001","-","Municipalidad de Santa Cruz","No","JORGE LUIS ZUÑIGA ABARCA","JORGE LUIS ZUÑIGA ABARCA","JORGE LUIS ZUÑIGA ABARCA","Registro","","20221100519-00","COMPRA DE CAMISAS PARA EL STAFF MUNICIPAL DE LA MUNICIPALIDAD DE SANTA CRUZ.","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","02/11/2022 15:00","07/11/2022 10:00","07/11/2022 10:00","6 Días hábiles","258.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"289","Funcionarios relacionados con el concurso","Contrato","02/11/2022 14:57","Real","2022CD-000270-0024100001","-","MUNICIPALIDAD DE GOICOECHEA","No","Ariana Melissa García Arias","Ariana Melissa García Arias","Ariana Melissa García Arias","Registro","","20221100304-00","Compra de productos de limpieza, según demanda para la Municipalidad de Goicoechea.","BIENES","CONTRATACIÓN DIRECTA","Según demanda","En línea","https://www.sicop.go.cr","07/11/2022 12:00","08/11/2022 14:00","08/11/2022 14:01","10 Días hábiles","1.900.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"290","Funcionarios relacionados con el concurso","Contrato","02/11/2022 15:15","Real","2022CD-000271-0024100001","-","MUNICIPALIDAD DE GOICOECHEA","No","Ariana Melissa García Arias","Ariana Melissa García Arias","Ariana Melissa García Arias","Registro","","20221100306-00","Servicios para clases maestras a la sección de Canto y el Taller de Coro, Escuela de Música Municipalidad de Goicoechea","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","02/11/2022 16:00","03/11/2022 15:00","03/11/2022 15:01","10 Días hábiles","300.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"291","Funcionarios relacionados con el concurso","Apelación o Revocación","02/11/2022 16:29","Real","2022CD-000261-0021700001","-","Municipalidad de Heredia","No","Enio Vargas Arrieta","Enio Vargas Arrieta","Enio Vargas Arrieta","Registro","","20221100612-00","SERVICIOS PROFESIONALES PARA EL DISEÑO DEL SISTEMA ELECTRICO Y ACONDICIONAMIENTO DE OFICINAS PARA EL EDIFICIO DE GOBERNACION DE LA MUNICIPALIDAD DE HEREDIA","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","07/11/2022 07:00","08/11/2022 10:00","08/11/2022 10:00","8 Días hábiles","14.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"292","Funcionarios relacionados con el concurso","Adjudicación en firme","03/11/2022 13:01","Real","2022CD-000194-0020800001","-","Municipalidad de Escazu","No","ANA LORENA ZAMORA CANO","ANA LORENA ZAMORA CANO","ANA LORENA ZAMORA CANO","Registro","","20221100743-00","Sistema para control de consumo energético para aires acondicionados y luminaria para el Palacio Municipal de la Municipalidad de Escazú","BIENES/SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","04/11/2022 07:00","08/11/2022 09:00","08/11/2022 09:01","10 Días hábiles","9.464.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"293","Funcionarios relacionados con el concurso","Contrato","03/11/2022 13:57","Real","2022CD-000058-0022900511","-","Municipalidad de Hojancha","No","WADIH MEJIAS ESPINOZA","WADIH MEJIAS ESPINOZA","WADIH MEJIAS ESPINOZA","Registro","","20221100830-00","Compra de servicios de transporte para la Municipalidad de Hojancha","BIENES/SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","07/11/2022 07:30","08/11/2022 10:00","08/11/2022 11:00","5 Días hábiles","300.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"294","Funcionarios relacionados con el concurso","Contrato","03/11/2022 15:51","Real","2022CD-000105-0019100001","-","Municipalidad de Coto Brus","No","IRIS DE JESUS VINDAS CHAVES","IRIS DE JESUS VINDAS CHAVES","IRIS DE JESUS VINDAS CHAVES","Registro","","20221100871-00","Compra de composteras y bolsos para el departamento de Gestión Ambiental de la Municipalidad de Coto Brus","BIENES/SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","04/11/2022 07:00","08/11/2022 12:00","08/11/2022 12:01","6 Días hábiles","1.952.500 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"295","Funcionarios relacionados con el concurso","Contrato","03/11/2022 16:08","Real","2022CD-000264-0021700001","-","Municipalidad de Heredia","No","Enio Vargas Arrieta","Enio Vargas Arrieta","Enio Vargas Arrieta","Registro","","20221100980-00","SERVICIOS PROFESIONALES PARA INSPECCIÓN DE OBRAS DE ESTABILIZACION DEL TALUD SOBRE RIO BURIO A LA ALTURA DE CUBUJUQUI ETAPAS II ¿ III PARA LA MUNICIPALIDAD DE HEREDIA","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","08/11/2022 07:00","09/11/2022 10:00","09/11/2022 10:00","8 Días hábiles","14.971.380,1 [CRC]","","Contratación directa por ser oferente único (Artículo 2 inc. d LCA y artículo 139 inciso a RLCA)."
"296","Funcionarios relacionados con el concurso","Adjudicación en firme","03/11/2022 16:22","Real","2022CD-000277-0024100001","-","MUNICIPALIDAD DE GOICOECHEA","No","Ariana Melissa García Arias","Ariana Melissa García Arias","Ariana Melissa García Arias","Registro","","20221100679-00","CONTRATACION PARA CONSTRUCION DE 13,5M DE MALLA TIPO CICLON, CON PORTON PEATONAL Y VEHICULAR, EN PROPIEDAD EXPROPIADA POR LA MUNICIPALIDAD, URB. BERACA","SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","10/11/2022 11:00","11/11/2022 12:00","11/11/2022 12:01","10 Días hábiles","1.512.500 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"297","Funcionarios relacionados con el concurso","Adjudicación en firme","04/11/2022 07:44","Real","2022CD-000214-0023570101","-","MUNICIPALIDAD DE LIMON","No","GARY WHALON DUNN DAWKINS","GARY WHALON DUNN DAWKINS","GARY WHALON DUNN DAWKINS","Registro","","20221004692-00","Contratación de Servicios jurídicos penales para la Municipalidad de Limón","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","04/11/2022 08:00","09/11/2022 12:25","09/11/2022 12:30","5 Días hábiles","3.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"298","Funcionarios relacionados con el concurso","Contrato","04/11/2022 10:39","Real","2022LA-000007-0021100001","-","MUNICIPALIDAD DE OROTINA","No","Jeffry Miranda Mena","Ana Lucia Chaves Peréz","Jeffry Miranda Mena","Registro","","20221101108-00","COMPRA DE UN SISTEMA PARA EL CONTROL DE TRÁMITES Y LA GESTIÓN DOCUMENTAL PARA LOS DISTINTOS DEPARTAMENTOS DE LA MUNICIPALIDAD DE OROTINA","BIENES","LICITACIÓN ABREVIADA","Cantidad definida","En línea","https://www.sicop.go.cr","04/11/2022 15:00","16/11/2022 09:00","16/11/2022 09:05","12 Días hábiles","37.500.000 [CRC]","",NA
"299","Funcionarios relacionados con el concurso","Contrato","04/11/2022 12:05","Real","2022CD-000106-0019100001","-","Municipalidad de Coto Brus","No","IRIS DE JESUS VINDAS CHAVES","IRIS DE JESUS VINDAS CHAVES","IRIS DE JESUS VINDAS CHAVES","Modificar","20221100664-01","20221100664-00","COMPRA DE FILTROS PARA LA MUNICIPALIDAD DE COTO BRUS","BIENES","CONTRATACIÓN DIRECTA","Según demanda","En línea","https://www.sicop.go.cr","07/11/2022 07:00","09/11/2022 12:00","09/11/2022 12:01","6 Días hábiles","7.271.041 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"300","Funcionarios relacionados con el concurso","Contrato","04/11/2022 13:17","Real","2022CD-000033-0020500001","-","Municipalidad de Santa Barbara","No","MARCO ANTONIO VARGAS RAMIREZ","KATHERINE PAOLA MEJIA CARVAJAL","MARCO ANTONIO VARGAS RAMIREZ","Registro","","20221101128-00","Gestor Documental para la Municipalidad de Santa Bárbara","BIENES/SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","07/11/2022 07:00","14/11/2022 10:00","14/11/2022 10:00","10 Días hábiles","15.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"301","Funcionarios relacionados con el concurso","Contrato","04/11/2022 14:09","Real","2022CD-000052-0021300211","-","Municipalidad de Zarcero","No","MARIA VANESSA SALAZAR HUERTAS","MARIA VANESSA SALAZAR HUERTAS","MARIA VANESSA SALAZAR HUERTAS","Registro","","20221101251-00","Compra de llantas para maquinaria y vehículos de UTGVM, Municipalidad de Zarcero","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","07/11/2022 08:00","11/11/2022 10:15","11/11/2022 10:30","10 Días hábiles","15.700.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"302","Funcionarios relacionados con el concurso","Adjudicación en firme","04/11/2022 14:53","Real","2022CD-000073-0021911601","-","Municipalidad de Turrubares","No","JESUS ALBERTO LOPEZ LOPEZ","JESUS ALBERTO LOPEZ LOPEZ","JESUS ALBERTO LOPEZ LOPEZ","Registro","","20221100262-00","“SERVICIOS DE CAMBIO Y REPARACIÓN DE LLANTAS SEGÚN DEMANDA DE EQUIPOS Y VEHCULOS DE LA UNIDAD TECNICA DE GESTIÓN VIAL, MUNICIPALIDAD DE TURRUBARES”.","BIENES/SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","07/11/2022 08:00","10/11/2022 11:00","10/11/2022 11:01","10 Días hábiles","400.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
